"Population","Locus.1","Locus.2","p.value","std.err","switches","p.adj_herd"
"WBNPHC","BMS1747","TGLA53",2e-06,2e-06,23793,0.000784
"WBNPLB","BM1225","BM2830",0.00041,0.00041,16228,0.0267385263157895
"WBNPLB","AGLA232","BM4311",0,0,18504,0
"WBNPLB","BM4311","BMS1315",0.000432,0.000432,43751,0.0267385263157895
"WBNPLB","BMS1074","BMS1675",0.001348,0.000248,122830,0.0466249411764706
"WBNPLB","BM4107","BMS1747",0.001118,0.000877,19528,0.0453368275862069
"WBNPLB","BM757","BMS1747",0,0,33329,0
"WBNPLB","BMS1172","BMS1857",0,0,22306,0
"WBNPLB","BM1225","BMS1862",0.000694,0.000449,14611,0.0379387826086957
"WBNPLB","BM1706","BMS1862",0.000402,0.000214,25613,0.0267385263157895
"WBNPLB","BM1862","BMS1862",0.001348,0.00081,15992,0.0466249411764706
"WBNPLB","BMS2258","BMS2639",4e-04,0.000299,11934,0.0267385263157895
"WBNPLB","BMS1862","BMS410",0.000918,0.000527,19145,0.039984
"WBNPLB","BM4107","BMS510",0,0,38402,0
"WBNPLB","BMS1747","BMS510",0.00133,0.000441,38957,0.0466249411764706
"WBNPLB","BM2113","BMS527",0.00072,0.00035,16689,0.0379387826086957
"WBNPLB","BM4440","IL4",0.001292,0.000612,20643,0.0466249411764706
"WBNPLB","BMS1074","IL4",0.000314,0.000188,32076,0.0267385263157895
"WBNPLB","BMS410","IL4",0.000908,0.000598,16917,0.039984
"WBNPLB","BMS812","IL4",0.000364,0.000229,15183,0.0267385263157895
"WBNPLB","BMS1747","INRA194",0.001218,0.000481,26542,0.0466249411764706
"WBNPLB","IL4","INRA194",0.001098,0.000904,15015,0.0453368275862069
"WBNPLB","BMS1355","SPS115",4e-06,4e-06,28972,0.000672
"WBNPLB","BM1225","TGLA122",0.00018,0.000127,68960,0.01764
"WBNPLB","BMS1747","TGLA122",0.001446,0.000348,76053,0.0485856
"WBNPLB","BMS1862","TGLA122",0.000742,0.000321,57380,0.0379387826086957
"WBNPLB","BMS601","TGLA122",0.00018,0.00016,61604,0.01764
"WBNPLB","INRA194","TGLA122",3e-05,2.2e-05,74603,0.00441
"WBNPLB","BM1225","TGLA44",0.000738,0.000477,37267,0.0379387826086957
"WBNPLB","BM1824","TGLA44",0,0,44503,0
"WBNPLB","BMS2639","TGLA44",0.000798,0.000393,42387,0.039102
"WBNPLB","AGLA232","TGLA53",0.000156,0.000156,18577,0.01764
"WBNPLB","BM757","TGLA53",3.4e-05,3.4e-05,40676,0.00444266666666667
"WBNPLB","AGLA232","URB011",0,0,19033,0
"WBNPLB","BM4440","URB011",0.000426,0.000179,40307,0.0267385263157895
"WBNPLB","TGLA53","URB011",0.000916,0.000609,32862,0.039984
"WBNPNY","AGLA232","BMS1315",0,0,34080,0
"WBNPNY","BMC4214","BMS1857",0,0,13348,0
"WBNPPAD","BM1225","BMS410",7.2e-05,7.2e-05,17508,0.042336
"WBNPPAD","BM1225","IL4",0,0,8837,0
